asv	P7	P8	P9	P10	P11	P13	P22	P23	P24	P25	P26	P27	P36	P37	P38	P39	P40	P41	P42	P50	P51	P52	P53	P54	taxonomy_prokaryotes
ASV_15123	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:[Parvarchaeota],c:[Parvarchaea],o:YLA114
ASV_08559	0	0	0	0	0	8	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Crenarchaeota,c:MCG,o:pGrfC26
ASV_07920	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Crenarchaeota,c:Thaumarchaeota,o:Cenarchaeales,f:Cenarchaeaceae,g:Nitrosopumilus
ASV_09123	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Crenarchaeota,c:Thaumarchaeota,o:Cenarchaeales,f:Cenarchaeaceae,g:Nitrosopumilus
ASV_10028	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Crenarchaeota,c:Thaumarchaeota,o:Cenarchaeales,f:Cenarchaeaceae,g:Nitrosopumilus
ASV_05197	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Crenarchaeota,c:Thaumarchaeota,o:Cenarchaeales,f:SAGMA-X
ASV_11584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Crenarchaeota,c:Thaumarchaeota,o:Cenarchaeales,f:SAGMA-X
ASV_13205	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Crenarchaeota,c:Thaumarchaeota,o:Nitrososphaerales,f:Nitrososphaeraceae,g:Candidatus_Nitrososphaera
ASV_06527	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Crenarchaeota,c:Thaumarchaeota,o:Nitrososphaerales,f:Nitrososphaeraceae,g:Candidatus_Nitrososphaera,s:Candidatus_Nitrososphaera_SCA1145
ASV_12026	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Crenarchaeota,c:Thaumarchaeota,o:Nitrososphaerales,f:Nitrososphaeraceae,g:Candidatus_Nitrososphaera,s:Candidatus_Nitrososphaera_SCA1170
ASV_12359	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Crenarchaeota,c:Thaumarchaeota,o:Nitrososphaerales,f:Nitrososphaeraceae,g:Candidatus_Nitrososphaera,s:Candidatus_Nitrososphaera_SCA1170
ASV_06705	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Euryarchaeota,c:Methanobacteria,o:Methanobacteriales,f:Methanobacteriaceae,g:Methanobacterium
ASV_12985	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Euryarchaeota,c:Methanobacteria,o:Methanobacteriales,f:Methanobacteriaceae,g:Methanobacterium
ASV_14849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:Methanocellales,f:Methanocellaceae,g:Methanocella
ASV_10951	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:Methanomicrobiales,f:Methanoregulaceae,g:Candidatus_Methanoregula
ASV_12919	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:Methanomicrobiales,f:Methanoregulaceae,g:Candidatus_Methanoregula
ASV_13709	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:Methanomicrobiales,f:Methanoregulaceae,g:Candidatus_Methanoregula
ASV_13909	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:Methanosarcinales,f:Methanosarcinaceae,g:Methanosarcina
ASV_00118	0	0	0	0	0	1219	0	0	0	0	0	0	3200	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_00205	0	0	0	0	0	1068	0	0	0	0	0	0	1979	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_00576	0	0	0	0	0	417	0	0	0	0	0	0	726	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_00821	0	0	0	0	0	113	0	0	0	0	0	0	578	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_00921	0	0	0	0	0	44	0	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_01024	0	0	0	0	0	211	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_01192	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_01459	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_01560	0	0	0	0	0	52	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_01703	0	0	0	0	0	58	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_01883	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_02414	0	0	0	0	0	46	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_02786	0	0	0	0	5	131	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_02935	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_03544	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_03657	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_03948	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_04195	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_04218	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_04304	0	0	0	0	7	33	0	0	0	0	0	0	0	10	0	0	4	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_04482	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_04823	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_04873	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_05144	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_05293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_05691	0	0	0	0	0	8	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_05725	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_05772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_06651	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_06916	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_07807	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_08463	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_08656	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_09150	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_09274	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_09634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_10909	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_11449	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_12577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_13598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_13656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_13720	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_14366	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_15191	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:CM44
ASV_00040	0	0	0	0	0	0	227	875	207	163	76	36	0	137	23	14	16	7	18	32	77	13	45	134	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_00091	0	0	0	0	0	0	87	453	137	96	43	0	0	56	0	0	0	0	0	0	0	0	0	52	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_00922	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_01072	0	0	0	0	0	48	0	0	0	0	0	0	505	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_01147	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_01255	0	0	0	0	6	0	0	12	30	5	0	0	0	7	0	0	0	0	0	0	12	22	124	117	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_01929	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_02092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_02392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_02430	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_02513	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_02720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_03105	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_03632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_03633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_03966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_04345	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_04519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_04900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_05760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_05808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_06357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_06611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_07158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_07865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_08635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_08750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_08911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_09056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_09057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_09551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_10016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_10019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_10025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_10231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_10532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_11239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_11251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_11529	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_11890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_12579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_12617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_13045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_13072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_13461	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_13499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_13509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_13510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_13642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_13857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_14098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_14104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_14105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_14429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_14488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_14808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_14809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_14810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_15038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_15045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_15170	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
ASV_11247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus,s:Deinococcus_aquatilis
ASV_01290	0	0	0	0	0	270	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Trueperaceae
ASV_02491	0	0	0	0	0	45	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Trueperaceae
ASV_03977	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Trueperaceae
ASV_08461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k:Bacteria,p:[Thermi],c:Deinococci,o:Deinococcales,f:Trueperaceae
